Overall #,Round #,Team,Transactions,,,,Player Drafted
,,,Traded ? Brandin Cooks to Cowboys for ? 2023 fifth round pick (#161-Nick Hampton) ? 2024 sixth round pick (#200-Jaden Crumedy) on 2023-03-19,Traded ? 2023 sixth round pick (#205-Xavier Hutchinson) to Texans for ? 2023 seventh round pick (#230-Nick Broeker) ? 2024 sixth round pick (#200-Jaden Crumedy) on 2023-04-29,Traded ? 2024 second round pick (#33-Keon Coleman) ? 2024 fifth round pick (#141-Sedrick Van Pran-Granger) to Bills for ? 2024 first round pick (#32-Xavier Legette) ? 2024 sixth round pick (#200-Jaden Crumedy) on 2024-04-25,,
201,25-Jun,,,,,,Micah Abraham
,,Buccaneers,Lions,Eagles,Colts,,
,,,,,,,
,,,Traded ? 2024 third round pick (#92-Jalen McMillan) to Buccaneers for ? Carlton Davis ? 2024 sixth round pick (#201-Micah Abraham) ? 2025 sixth round pick (#196-Ahmed Hassanein) on 2024-03-13,Traded ? 2024 fourth round pick (#132-Sione Vaki) ? 2024 sixth round pick (#210-Christian Mahogany) to Lions for ? 2024 fifth round pick (#164-Jaylin Simpson) ? 2024 sixth round pick (#201-Micah Abraham) ? 2025 fourth round pick (Eagles pick) (#134-Que Robinson) on 2024-04-27,Traded ? 2024 fifth round pick (#155-Jeremiah Trotter Jr.) to Eagles for ? 2024 fifth round pick (#164-Jaylin Simpson) ? 2024 sixth round pick (#201-Micah Abraham) on 2024-04-27,,
202,26-Jun,,,,,,Travis Glover
,,Packers,,,,,
203,27-Jun,,,,,,Will Reichard
,,Texans,Browns,Broncos,Jets,Vikings,
,,,,,,,
,,,Traded ? 2022 first round pick (#13-Jordan Davis) ? 2022 fourth round pick (#107-Dameon Pierce) ? 2023 first round pick (#12-Jahmyr Gibbs) ? 2023 third round pick (#73-Jalin Hyatt) ? 2024 first round pick (#23-Brian Thomas) ? 2024 fourth round pick (#123-Cade Stover) to Texans for ? Deshaun Watson ? 2024 sixth round pick (#203-Will Reichard) on 2022-03-21,Traded ? Jerry Jeudy to Browns for ? 2024 fifth round pick (#136-Nehemiah Pritchett) ? 2024 sixth round pick (#203-Will Reichard) on 2024-03-13,Traded ? Zach Wilson ? 2024 seventh round pick (#256-Nick Gargiulo) to Broncos for ? 2024 sixth round pick (#203-Will Reichard) on 2024-04-24,Traded ? 2024 first round pick (#11-Olu Fashanu) ? 2024 fourth round pick (#129-Isaac Guerendo) ? 2024 fifth round pick (#157-Chau Smith-Wade) to Jets for ? 2924 first round pick (#10-J.J. McCarthy) ? 2024 sixth round pick (#203-Will Reichard) on 2024-04-25,
204,28-Jun,,,,,,Tylan Grable
,,Bills,,,,,
205,29-Jun,,,,,,Jawhar Jordan
,,Lions,Texans,,,,
,,,,,,,
,,,Traded ? 2024 fifth round pick (#189-Mekhi Wingo) to Lions for ? 2024 sixth round pick (#205-Jawhar Jordan) ? 2024 seventh round pick (#249-LaDarius Henderson) on 2024-04-27,,,,
206,30-Jun,,,,,,Nathaniel Watson
,,Ravens,Browns,,,,
,,,,,,,
,,,Traded ? 2023 seventh round pick (#229-Andrew Vorhees) to Ravens for ? 2024 sixth round pick (#206-Nathaniel Watson) on 2023-04-29,,,,
207,Jun-31,,,,,,Mike Jerrell
,,49ers,Broncos,Seahawks,,,
,,,,,,,
,,,Traded ? Randy Gregory ? 2024 seventh round pick (#232-Levi Drake Rodriguez) to 49ers for ? 2024 sixth round pick (#207-Mike Jerrell) on 2023-10-07,Traded ? 2024 fourth round pick (#102-Troy Franklin) ? 2024 seventh round pick (#235-Devaughn Vele) to Broncos for ? 2024 fourth round pick (#121-A.J. Barner) ? 2024 fifth round pick (#136-Nehemiah Pritchett) ? 2024 sixth round pick (#207-Mike Jerrell) on 2024-04-27,,,
208,Jun-32,,,,,,Dylan Laube
,,Chiefs,Raiders,,,,
,,,,,,,
,,,Traded ? Neil Farrell Jr. to Chiefs for ? 2024 sixth round pick (#208-Dylan Laube) on 2023-08-29,,,,
209,Jun-33,,,,,,Joshua Karty
,,NFL,Rams,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Greg Gaines, Matt Gay, Baker Mayfield, A'Shawn Robinson, Nick Scott",,,,
210,Jun-34,,,,,,Christian Mahogany
,,NFL,Eagles,Lions,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Andre Dillard, T.J. Edwards, Marcus Epps, Chauncey Gardner-Johnson, Javon Hargrave, Gardner Minshew, Miles Sanders, Isaac Seumalo, Kyzir White",Traded ? 2024 fifth round pick (#164-Jaylin Simpson) ? 2024 sixth round pick (#201-Micah Abraham) ? 2025 fourth round pick (Eagles pick) (#134-Que Robinson) to Eagles for ? 2024 fourth round pick (#132-Sione Vaki) ? 2024 sixth round pick (#210-Christian Mahogany) on 2024-04-27,,,
211,Jun-35,,,,,,Kamal Hadden
,,NFL,49ers,Chiefs,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Azeez Al-Shaair, Daniel Brunskill, Samson Ebukam, Jimmy Garoppolo, Mike McGlinchey, Emmanuel Moseley, Charles Omenihu, Hassan Ridgeway, Jimmie Ward",Traded ? 2024 second round pick (#64-Renardo Green) ? 2024 fifth round pick (#173-Isaiah Davis) to 49ers for ? 2024 second round pick (#63-Kingsley Suamataia) ? 2024 sixth round pick (#211-Kamal Hadden) on 2024-04-26,,,
212,Jun-36,,,,,,Cam Little
,,NFL,Jaguars,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Marvin Jones, Arden Key, Chris Manhertz, Jawaan Taylor",,,,
213,Jun-37,,,,,,Jordan Whittington
,,NFL,Rams,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Greg Gaines, Matt Gay, Baker Mayfield, A'Shawn Robinson, Nick Scott",,,,
214,Jun-38,,,,,,Cedric Johnson
,,NFL,Bengals,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Jessie Bates, Vonn Bell, Hayden Hurst, Samaje Perine",,,,
215,Jun-39,,,,,,Jarrett Kingston
,,NFL,49ers,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Azeez Al-Shaair, Daniel Brunskill, Samson Ebukam, Jimmy Garoppolo, Mike McGlinchey, Emmanuel Moseley, Charles Omenihu, Hassan Ridgeway, Jimmie Ward",,,,
216,Jun-40,,,,,,Ryan Flournoy
,,NFL,Cowboys,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Noah Brown, Connor McGovern, Dalton Schultz",,,,
217,Jun-41,,,,,,Beaux Limmer
,,NFL,Rams,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Greg Gaines, Matt Gay, Baker Mayfield, A'Shawn Robinson, Nick Scott",,,,
218,Jun-42,,,,,,Devin Leary
,,NFL,Jets,Ravens,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Dan Feeney, Nate Herbig, Sheldon Rankins, Nathan Shepherd, Mike White",Traded ? Morgan Moses ? 2024 fourth round pick (#134-Braelon Allen) to Jets for ? 2024 fourth round pick (#113-Devontez Walker) ? 2024 sixth round pick (#218-Devin Leary) on 2024-03-13,,,
219,Jun-43,,,,,,Daequan Hardy
,,NFL,Packers,Bills,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Allen Lazard, Dean Lowry, Jarran Reed, Robert Tonyan",Traded ? 2024 fifth round pick (#163-Jacob Monk) to Packers for ? 2024 fifth round pick (#168-Javon Solomon) ? 2024 sixth round pick (#219-Daequan Hardy) on 2024-04-27,,,
220,Jun-44,,,,,,Elijah Klein
,,NFL,Buccaneers,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Mike Edwards, Sean Murphy-Bunting, Rakeem Nunez-Roches",,,,
Round 7,,,,,,,
221,1-Jul,,,,,,Travis Clayton
,,Panthers,Titans,Chiefs,Bills,,
,,,,,,,
,,,Traded ? 2024 fifth round pick (#142-Anthony Gould) to Panthers for ? Dennis Daley ? 2024 seventh round pick (#221-Travis Clayton) on 2022-08-29,Traded ? L'Jarius Sneed ? 2024 seventh round pick (#252-Jaylen Harrell) to Titans for ? 2024 seventh round pick (#221-Travis Clayton) ? 2025 third round pick (#66-Ashton Gillotte) on 2024-04-01,Traded ? 2024 first round pick (#28-Xavier Worthy) ? 2024 fourth round pick (#133-Jaden Hicks) ? 2024 seventh round pick (#248-C.J. Hanson) to Chiefs for ? 2024 first round pick (#32-Xavier Legette) ? 2024 third round pick (#95-DeWayne Carter) ? 2024 seventh round pick (#221-Travis Clayton) on 2024-04-25,,
222,2-Jul,,,,,,Javontae Jean-Baptiste
,,Commanders,,,,,
223,3-Jul,,,,,,Trey Taylor
,,Patriots,Raiders,,,,
,,,,,,,
,,,Traded ? 2024 sixth round pick (#188-Jamal Hill) to Patriots for ? Justin Herron ? 2024 seventh round pick (#223-Trey Taylor) on 2022-09-21,,,,
224,4-Jul,,,,,,Daijahn Anthony
,,Cardinals,Texans,Bengals,,,
,,,,,,,
,,,Traded ? 2024 fifth round pick (#162-Christian Jones) to Cardinals for ? Josh Jones ? 2024 seventh round pick (#224-Daijahn Anthony) on 2023-08-25,Traded ? Joe Mixon to Texans for ? 2024 seventh round pick (#224-Daijahn Anthony) on 2024-03-13,,,
225,5-Jul,,,,,,Brenden Rice
,,Chargers,,,,,
226,6-Jul,,,,,,Jaden Davis
,,Giants,Cardinals,,,,
,,,,,,,
,,,Traded ? Isaiah Simmons to Giants for ? 2024 seventh round pick (#226-Jaden Davis) on 2023-08-24,,,,
227,7-Jul,,,,,,Myles Harden
,,Titans,Browns,,,,
,,,,,,,
,,,Traded ? Leroy Watson to Titans for ? 2024 seventh round pick (#227-Myles Harden) on 2024-04-12,,,,
228,8-Jul,,,,,,Nick Samac
,,Jets,Ravens,,,,
,,,,,,,
,,,Traded ? Chuck Clark to Jets for ? 2024 seventh round pick (#228-Nick Samac) on 2023-03-15,,,,
229,9-Jul,,,,,,M.J. Devonshire
,,Vikings,Raiders,,,,
,,,,,,,
,,,Traded ? Nick Mullens to Vikings for ? 2024 conditional seventh round pick (if Mullens is on active roster for at least 1 game in 2022) (#229-M.J. Devonshire) on 2022-08-22,,,,
230,10-Jul,,,,,,Michael Jurgens
,,Falcons,Browns,Cardinals,Vikings,,
,,,,,,,
,,,Traded ? 2024 sixth round pick (#197-Zion Logue) to Falcons for ? Deion Jones ? 2024 seventh round pick (#230-Michael Jurgens) on 2022-10-10,Traded ? 2024 fifth round pick (#156-Jamari Thrash) to Browns for ? Joshua Dobbs ? 2024 seventh round pick (#230-Michael Jurgens) on 2023-08-25,Traded ? 2024 sixth round pick (#186-Jase McClellan) to Cardinals for ? Joshua Dobbs ? 2024 conditional seventh round pick (#230-Michael Jurgens) on 2023-10-31,,
231,11-Jul,,,,,,Jaheim Bell
,,Bears,Patriots,,,,
,,,,,,,
,,,Traded ? N'Keal Harry to Bears for ? 2024 seventh round pick (#231-Jaheim Bell) on 2022-07-12,,,,
232,12-Jul,,,,,,Levi Drake Rodriguez
,,Broncos,49ers,Texans,Vikings,,
,,,,,,,
,,,Traded ? 2024 sixth round pick (#207-Mike Jerrell) to Broncos for ? Randy Gregory ? 2024 seventh round pick (#232-Levi Drake Rodriguez) on 2023-10-07,Traded ? Maliek Collins to 49ers for ? 2024 seventh round pick (#232-Levi Drake Rodriguez) on 2024-03-13,Traded ? 2024 second round pick (#42-Kamari Lassiter) ? 2024 sixth round pick (#188-Jamal Hill) ? 2025 second round pick (#56-Ozzy Trapilo) to Texans for ? 2024 first round pick (#23-Brian Thomas Jr.) ? 2024 seventh round pick (#232-Levi Drake Rodriguez) on 2024-03-15,,
233,13-Jul,,,,,,Nathan Thomas
,,Raiders,Cowboys,,,,
,,,,,,,
,,,Traded ? 2023 sixth round pick (#204-Jarrick Bernard-Converse) to Raiders for ? Johnathan Hankins ? 2024 seventh round pick (#233-Nathan Thomas) on 2022-10-25,,,,
234,14-Jul,,,,,,Jonah Laulu
,,Colts,,,,,
235,15-Jul,,,,,,Devaughn Vele
,,Seahawks,Broncos,,,,
,,,,,,,
,,,Traded ? 2024 fourth round pick (#121-A.J. Barner) ? 2024 fifth round pick (#136-Nehemiah Pritchett) ? 2024 sixth round pick (#207-Mike Jerrell) to Seahawks for ? 2024 fourth round pick (#102-Troy Franklin) ? 2024 seventh round pick (#235-Devaughn Vele) on 2024-04-27,,,,
236,16-Jul,,,,,,Myles Cole
,,Jaguars,,,,,
237,17-Jul,,,,,,Matt Lee
,,Bengals,,,,,
238,18-Jul,,,,,,Solomon Byrd
,,Saints,Texans,,,,
,,,,,,,
,,,Traded ? Mark Ingram to Saints for ? 2024 seventh round pick (#238-Solomon Byrd) on 2021-10-29,,,,
239,19-Jul,,,,,,Josiah Ezirim
,,Rams,Broncos,Saints,,,
,,,,,,,
,,,Traded ? 2024 sixth round pick (#189-Mekhi Wingo) to Rams for ? Kenny Young ? 2024 seventh round pick (#239-Josiah Ezirim) on 2021-10-25,Traded ? Wil Lutz to Broncos for ? 2024 seventh round pick (#239-Josiah Ezirim) on 2023-08-29,,,
240,20-Jul,,,,,,Michael Barrett
,,Steelers,Panthers,,,,
,,,,,,,
,,,Traded ? Donte Jackson ? 2024 sixth round pick (#178-Logan Lee) to Steelers for ? Diontae Johnson ? 2024 seventh round pick (#240-Michael Barrett) on 2024-03-13,,,,
241,21-Jul,,,,,,Tahj Washington
,,Dolphins,,,,,
242,22-Jul,,,,,,James Williams
,,Eagles,Titans,,,,
,,,,,,,
,,,"Traded ? 2024 sixth round pick (#182-Jha'Quan Jackson) to Eagles for ? Ugochukwu ""Ugo"" Amadi ? 2024 seventh round pick (#242-James Williams) on 2022-08-24",,,,
243,23-Jul,,,,,,Jowon Briggs
,,Browns,,,,,
244,24-Jul,,,,,,Justin Rogers
,,Cowboys,,,,,
245,25-Jul,,,,,,Michael Pratt
,,Packers,,,,,
246,26-Jul,,,,,,Devin Culp
,,Buccaneers,,,,,
247,27-Jul,,,,,,Marcus Harris
,,Texans,,,,,
248,28-Jul,,,,,,C.J. Hanson
,,Bills,Chiefs,,,,
,,,,,,,
,,,Traded ? 2024 first round pick (#32-Xavier Legette) ? 2024 third round pick (#95-DeWayne Carter) ? 2024 seventh round pick (#221-Travis Clayton) to Bills for ? 2024 first round pick (#28-Xavier Worthy) ? 2024 fourth round pick (#133-Jaden Hicks) ? 2024 seventh round pick (#248-C.J. Hanson) on 2024-04-25,,,,
249,29-Jul,,,,,,LaDarius Henderson
,,Lions,Texans,,,,
,,,,,,,
,,,Traded ? 2024 fifth round pick (#189-Mekhi Wingo) to Lions for ? 2024 sixth round pick (#205-Jawhar Jordan) ? 2024 seventh round pick (#249-LaDarius Henderson) on 2024-04-27,,,,
250,30-Jul,,,,,,Sanoussi Kane
,,Ravens,,,,,
251,31-Jul,,,,,,Tatum Bethune
,,49ers,,,,,
252,Jul-32,,,,,,Jaylen Harrell
,,Chiefs,Titans,,,,
,,,,,,,
,,,Traded ? 2024 seventh round pick (#221-Travis Clayton) ? 2025 third round pick (#66-Ashton Gillotte) to Chiefs for ? L'Jarius Sneed ? 2024 seventh round pick (#252-Jaylen Harrell) on 2024-04-01,,,,
253,Jul-33,,,,,,Cornelius Johnson
,,NFL,Chargers,,,,
,,,,,,,
,,,Compensatory pick awarded by NFL for loss of free agent Drue Tranquill,,,,
254,Jul-34,,,,,,K.T. Leveston
,,NFL,Rams,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Greg Gaines, Matt Gay, Baker Mayfield, A'Shawn Robinson, Nick Scott",,,,
255,Jul-35,,,,,,Kalen King
,,NFL,Packers,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Allen Lazard, Dean Lowry, Jarran Reed, Robert Tonyan",,,,
256,Jul-36,,,,,,Nick Gargiulo
,,NFL,Jets,Broncos,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Dan Feeney, Nate Herbig, Sheldon Rankins, Nathan Shepherd, Mike White",Traded ? 2024 sixth round pick (#203-Will Reichard) to Jets for ? Zach Wilson ? 2024 seventh round pick (#256-Nick Gargiulo) on 2024-04-24,,,
257,Jul-37,,,,,,Jaylen Key
,,NFL,Jets,,,,
,,,,,,,
,,,"Compensatory pick awarded by NFL for loss of free agents Dan Feeney, Nate Herbig, Sheldon Rankins, Nathan Shepherd, Mike White",,,,
